"_id",B,L_corona,b,convergent_point,country,county,county_FIPS,divergent_point,k,k_corona,l_corona,lat,lon,metro_area,modified_at,modified_at_corona,name,state,state_FIPS,t0,t0_corona,google_trend,distance,stretch_factor,average_procrustes_distance,first_peak_normal,first_peak_actual,second_peak_normal,second_peak_actual,first_peak_diff,second_peak_diff,google_trend_COVID19,google_trend_Coronavirus
5e88da2b7e859234c8cba977,-0.6605097187418619,277.28597446380036,0.05469590421125981,57.48931717161112,US,St Louis,29189,-3.1959496229274507,0.1207397393022371,0.048473715669677855,-169.64127150393708,38.65,-90.58,St. Louis,20200517,20200521,Metro Transit St Louis,Missouri,29,27.146683774341835,46,31,0.08386168213538225,1.5576207413620518,0.34337153035678863,8.083333333333334,8.161290322580646,15.5,15.25,0.3157894736842105,-0.25,57,62
5e88da2b7e859234c8cba978,-0.7027214884701218,16.1435420216577,-0.03074497371753,37.84088418680094,US,Ramsey,27123,20.743015754063222,0.4285401610782001,0.057241813701801675,-8.852892818355562,44.94,-93.1,Minneapolis-Saint Paul,20200517,20200521,Metro Transit,Minnesota,27,29.291949970432082,44,37,0.5201128162440746,1.8571498960770036,0.6129298450292294,7.0,6.482758620689655,15.975,15.1,-0.5172413793103449,-0.875,81,73
5e88da2b7e859234c8cba979,-0.672494031343262,34.23674088193338,0.018642409504436068,35.21972993834916,US,Orange,06059,19.068470273083065,0.4536564604937009,0.045877655264671524,-128.67130612049743,33.84,-118,Los Angeles,20200517,20200521,Metrolink,California,06,27.144100105716113,4,38,0.11730230436033662,2.193114172912147,0.35449520947425317,7.0,7.325,15.575,15.75,0.325,0.175,62,73
5e88da2b7e859234c8cba97a,-0.6788908372090647,,0.011192931064877953,37.57921513849473,US,"New York, Bronx, Westchester, Putnam, Dutchess, Rockland, Orange,Fairlield, New Haven",,20.194601454787247,0.42147173503925073,,,,,NYC,20200517,,Metro-North Railroad,New York and Connecticut,,28.88690829664099,,,0.3104145984821036,1.7872939790293536,0.5031431658547074,7.05,6.9,15.075,15.325,-0.15,0.25,,
5e88da2b7e859234c8cba97b,-0.6318644978609373,1527.1825607108397,0.006292998593455784,39.731821530687995,US,Miami-Dade,12086,22.246882675878926,0.41905341237404636,0.04626517193649244,-773.880304510249,25.86,-80.29,Miami,20200517,20200521,Miami-Dade Transit,Florida,12,30.989352103283462,50,37,0.08556577910849905,1.461002125448438,0.3782095564136759,7.0,8.025,16.075,15.2,1.025,-0.875,54,76
5e88da2b7e859234c8cba97c,-0.9142626920170402,25.13993279435497,0.006392741679490206,39.88723874913312,US,Monterey,06053,17.9492827169691,0.333992979178039,0.051895356204441495,-8.146966198874427,35.85,-120.8,Monterey,20200517,20200521,Monterey-Salinas Transit,California,06,28.91826073305111,56,37,0.11623726482804113,1.9730991734233023,0.7554036176034878,7.725,9.051282051282051,16.625,14.2,1.3076923076923077,-2.425,65,67
5e88da2b7e859234c8cba97d,-0.8179821611971622,250.85088279263266,0.011679009669513376,51.946333591343304,US,Washington,11001,17.082438217998853,0.21016364390140177,0.05604916058811497,-154.47847306629518,38.89,-77.03,Washington D.C.,20200517,20200521,Montgomery County Transit,D.C,11,34.51438590467108,46,27,0.1349262670546305,1.2832830504050463,0.32291311536646145,7.0,6.225,15.0,15.125,-0.775,0.125,60,76
5e88da2b7e859234c8cba97e,-0.5728012316810597,169.5585347147002,-0.0054236612515547065,42.39844105112084,US,Baltimore,24005,18.01301328694202,0.30047138656400896,0.05875966504937053,-97.54894747829536,39.51,-76.49,Baltimore,20200517,20200521,MDOT MTA,Maryland,24,30.20572716903143,49,54,0.40920094712025645,1.6145450556035945,0.45191596508221926,7.0,6.2,15.025,15.1,-0.8,0.075,61,70
5e88da2b7e859234c8cba97f,-0.7420593258496965,183.63560969603716,0.00944464886422835,43.86911279090203,US,Davidson,47037,15.656604231263186,0.25971186776143557,0.051664633587415104,-100.68807152537306,36.04,-86.64,Nashville,20200517,20200521,MTA & RTA,Tennessee,47,29.76285851108261,46,37,,,,,,,,,,61,63
5e88da2b7e859234c8cba980,-0.6807980112262473,4203.218328586889,-0.004734294346671652,37.44507010824981,US,Bronx,36005,20.64275186465992,0.43607811648577727,0.044662193081142366,-2444.1166742694472,40.71,-73.99,NYC,20200517,20200521,MTA - Bronx Buses,New York,36,29.043910986454865,46,36,0.34797589027673764,1.9130361581744617,0.45607317219806826,7.0,7.0,15.125,15.25,0.0,0.125,56,79
5e88da2b7e859234c8cba981,-0.7118260959115715,5474.0963796361275,-0.00963190999291993,36.9818206396686,US,Kings,36047,20.214061144697872,0.4369768837904056,0.041253973719515835,-3531.2124195979977,40.71,-73.99,NYC,20200517,20200521,MTA - Brooklyn Buses,New York,36,28.597940892183235,43,36,0.24538948831881696,2.083949135029165,0.46385056266673486,7.0,6.925,16.5,15.75,-0.075,-0.75,56,79
5e88da2b7e859234c8cba982,-0.7666178470769087,2890.2406667212877,-0.00635196360872854,36.95236274900689,US,New York,36061,19.20842220517539,0.4129366458459247,0.038018792027449365,-2026.8882441371613,40.71,-73.99,NYC,20200517,20200521,MTA - Manhattan Buses,New York,36,28.080392477091138,40,36,0.28688316186056906,2.2102161724464997,0.5830875501061817,7.05,6.6,17.0,15.775,-0.45,-1.225,56,79
5e88da2b7e859234c8cba983,-0.700006158653359,2890.2406667212877,-0.007335349512253774,37.386544400922276,US,New York,36061,19.92171156577797,0.4195358387579294,0.038018792027449365,-2026.8882441371613,40.71,-73.99,NYC,20200517,20200521,MTA - NYC Bus Company,New York,36,28.654127983350122,40,36,0.2653434794533547,2.0282436364724847,0.46481384673470144,7.0,6.875,16.05,15.625,-0.125,-0.425,56,79
5e88da2b7e859234c8cba984,-0.7236841830199255,2890.2406667212877,-0.010828766486293846,36.80456140106563,US,New York,36061,20.482397358120057,0.44890636272131285,0.038018792027449365,-2026.8882441371613,40.71,-73.99,NYC,20200517,20200521,MTA - NYC Subway,New York,36,28.64347937959284,40,36,0.2657630225505651,2.052975496886678,0.48719574798076704,7.0,6.875,16.625,15.625,-0.125,-1.0,56,79
5e88da2b7e859234c8cba985,-0.7319855403697716,7126.636004532694,-0.005254433526626358,38.03206834249633,US,Queens,36081,19.736369854673967,0.4004833866898404,0.04045251673121503,-4228.500172994993,40.71,-73.99,NYC,20200517,20200521,MTA - Queens Buses,New York,36,28.88421909858515,45,36,0.27487535843456035,2.006669001442229,0.4977839708385323,7.0,6.4,16.325,15.725,-0.6,-0.6,56,79
