system_name,wfh_pop,total_pop,wfh_pop_ratio,transit_pop,total_working_pop,transit_pop_rate,google_trend_Coronavirus,pp45,all_house,vehicle0_house,vehicle0_house_rate,black_pop,hispanic_pop,total_race_pop,black_ratio,hispanic_ratio,female_pop,female_ratio,median_income,date_emergency,base_value,b,base_point,county,county_FIPS,cliff_point,decay_rate,lat,lon,metro_area,state,state_FIPS,t0,first_case_date,stretch_factor,average_procrustes_distance,pop_den,area,employment,employ_den
 Fairfax Connector ,265583,369194,0.719358928,130661,366168,0.356833475,76,0.333220842,281322,99637,0.35417422,321317,74776,684498,0.469419925,0.109242102,359617,0.525373339,105029,25,-0.657919657,0.002303428,52.33497047,Washington,11001,16.02956857,0.201819093,38.89,-77.03,Washington D.C.,D.C,11,34.18226952,46,1.190040149,0.324350903,11196.4,61.13556665,369194,6038.939691
 Montgomery County Transit ,265583,369194,0.719358928,130661,366168,0.356833475,76,0.333220842,281322,99637,0.35417422,321317,74776,684498,0.469419925,0.109242102,359617,0.525373339,105029,25,-0.817982161,0.01167901,51.94633359,Washington,11001,17.08243822,0.210163644,38.89,-77.03,Washington D.C.,D.C,11,34.5143859,46,1.28328305,0.322913115,11196.4,61.13556665,369194,6038.939691
 WMATA ,265583,369194,0.719358928,130661,366168,0.356833475,76,0.333220842,281322,99637,0.35417422,321317,74776,684498,0.469419925,0.109242102,359617,0.525373339,105029,25,-0.765258083,-0.003898291,48.37359958,Washington,11001,17.35424934,0.236211372,38.89,-77.03,Washington D.C.,D.C,11,32.86392446,46,1.228066134,0.375544605,11196.4,61.13556665,369194,6038.939691
 Broward County Transit ,587519,1301540,0.451402953,68596,1280128,0.053585266,76,0.424800296,870051,90236,0.10371346,481976,1845646,2715516,0.177489656,0.679666774,1396889,0.514410153,55111,21,-0.563816352,0.00577178,40.65858794,Miami-Dade,12086,19.64512987,0.348687173,25.86,-80.29,Miami,Florida,12,30.15185891,50,1.396343491,0.419625807,1430.158,1898.752692,1301540,685.4710492
 Lynx ,327690,661930,0.495052347,17567,650883,0.02698949,72,0.357336621,458613,27695,0.060388607,277193,408324,1321194,0.209804919,0.309056808,672748,0.509196984,63020,21,-0.600252373,-0.00473445,40.06524489,Orange,12095,21.95423633,0.40456738,28.68,-81.51,Orlando,Florida,12,31.00974061,51,,,1463.863,902.5392983,661930,733.4085078
 Miami-Dade Transit ,587519,1301540,0.451402953,68596,1280128,0.053585266,76,0.424800296,870051,90236,0.10371346,481976,1845646,2715516,0.177489656,0.679666774,1396889,0.514410153,55111,21,-0.631864498,0.006292999,39.73182153,Miami-Dade,12086,22.24688268,0.419053412,25.86,-80.29,Miami,Florida,12,30.9893521,50,1.461002125,0.378209556,1430.158,1898.752692,1301540,685.4710492
 Palm Tran ,587519,1301540,0.451402953,68596,1280128,0.053585266,76,0.424800296,870051,90236,0.10371346,481976,1845646,2715516,0.177489656,0.679666774,1396889,0.514410153,55111,21,-0.532862662,0.021344284,47.28359363,Miami-Dade,12086,15.73599248,0.232256115,25.86,-80.29,Miami,Florida,12,31.50979306,50,1.331477956,0.377437364,1430.158,1898.752692,1301540,685.4710492
 PSTA ,346226,665406,0.520322931,11237,660016,0.017025345,70,0.392006428,516478,35103,0.067966109,229200,386478,1378883,0.1662215,0.280283389,705597,0.511716368,68652,21,-0.503640541,0.019078303,49.44757987,Hillsborough,12057,19.50219658,0.244682902,27.76,-82.26,Tampa,Florida,12,34.47488822,40,1.1446908,0.38493286,1349.401,1021.848305,665406,651.178846
 Tri-Rail ,587519,1301540,0.451402953,68596,1280128,0.053585266,76,0.424800296,870051,90236,0.10371346,481976,1845646,2715516,0.177489656,0.679666774,1396889,0.514410153,55111,21,-0.501178858,0.026791699,40.2456796,Miami-Dade,12086,20.44573588,0.370057784,25.86,-80.29,Miami,Florida,12,30.34570774,50,1.377356949,0.407260645,1430.158,1898.752692,1301540,685.4710492
 MARTA ,313103,516732,0.605929186,40568,507981,0.079861255,68,0.360557079,400016,44448,0.111115555,451053,74328,1021902,0.441385769,0.072734959,526815,0.515523993,87543,28,-0.553619112,0.00283764,39.32773756,Fulton,13121,18.70588502,0.355308684,34.06,-84.27,Atlanta,Georgia,13,29.01681129,41,,,1940.052,526.7393424,516732,981.0013386
 TheBus ,229963,470748,0.488505527,42191,498142,0.084696733,76,0.41011079,311525,30359,0.097452853,23472,96562,987638,0.023765793,0.097770641,489992,0.496125098,97139,19,-0.774016146,-0.004633859,40.42288418,Honolulu,15003,21.07487115,0.37870159,21.38,-157.92,Oahu,Hawaii,15,30.74887766,45,,,1644.517,600.5640057,470748,783.84318
 CTA ,1318752,2548996,0.517361345,487729,2498849,0.195181462,72,0.388427287,1963070,347470,0.177003367,1230494,1314232,5223719,0.235558995,0.251589337,2689079,0.514782476,76327,23,-0.788370591,-0.014038447,36.40591905,Cook,17031,20.43291898,0.458719292,42.09,-87.98,Chicago,Illinois,17,28.41941902,2,2.259958984,0.59084432,5528.124,944.9351704,2548996,2697.535323
 Metra ,1318752,2548996,0.517361345,487729,2498849,0.195181462,72,0.388427287,1963070,347470,0.177003367,1230494,1314232,5223719,0.235558995,0.251589337,2689079,0.514782476,76327,23,-0.755944794,0.017838874,36.36417241,Cook,17031,21.4698538,0.491940819,42.09,-87.98,Chicago,Illinois,17,28.91701311,2,1.838054536,0.558073138,5528.124,944.9351704,2548996,2697.535323
 Pace Bus ,1318752,2548996,0.517361345,487729,2498849,0.195181462,72,0.388427287,1963070,347470,0.177003367,1230494,1314232,5223719,0.235558995,0.251589337,2689079,0.514782476,76327,23,-0.723471101,0.020758723,36.29006777,Cook,17031,21.74981871,0.503920068,42.09,-87.98,Chicago,Illinois,17,29.01994324,2,1.78222296,0.505645951,5528.124,944.9351704,2548996,2697.535323
 TARC ,189728,380718,0.498342605,10662,372989,0.028585293,60,0.41674944,310318,29860,0.096223874,164685,40117,767154,0.214670066,0.052293281,396310,0.51659771,70412,20,-0.705586767,0.028929562,47.39817601,Jefferson,21111,15.38911482,0.228907785,38.25,-85.48,Louisville,Kentucky,21,31.39364541,47,1.484833054,0.424105143,2015.192,380.6854024,380718,1000.085629
 MDOT MTA ,237008,419089,0.565531426,20412,411402,0.049615704,70,0.433782208,312913,23861,0.076254422,234809,43484,827625,0.283714243,0.052540704,435204,0.525846851,92125,19,-0.572801232,-0.005423661,42.39844105,Baltimore,24005,18.01301329,0.300471387,39.51,-76.49,Baltimore,Maryland,24,30.20572717,49,1.614545056,0.451915965,1383.161,598.3577993,419089,700.3986586
 Brockton Area Transit ,247070,429529,0.575211453,139478,421256,0.331100329,74,0.330955105,307870,99703,0.323847728,177748,179702,791766,0.224495621,0.226963522,408936,0.516485931,73461,24,-0.829204458,0.035684352,44.09014924,Suffolk,25025,19.33335302,0.295964115,42.35,-71.06,Boston,Massachusetts,25,31.71175113,10,1.301455414,0.551206821,13593.6,58.24548376,429529,7374.460169
 MBTA ,247070,429529,0.575211453,139478,421256,0.331100329,74,0.330955105,307870,99703,0.323847728,177748,179702,791766,0.224495621,0.226963522,408936,0.516485931,73461,24,-0.802967277,-0.001111348,40.60539003,Suffolk,25025,17.95119117,0.323433344,42.35,-71.06,Boston,Massachusetts,25,29.2782906,10,1.748039994,0.571112178,13593.6,58.24548376,429529,7374.460169
 DDOT ,327635,734480,0.446077497,22458,718904,0.03123922,79,0.414168534,676587,93668,0.138441915,685098,103202,1761382,0.388954809,0.058591492,913734,0.518759701,58061,24,-0.703985447,0.03819853,46.73291526,Wayne,26163,15.09370157,0.231583609,42.25,-83.21,Detroit,Michigan,26,30.91330841,48,1.564974889,0.402943324,2878.109,611.9928772,734480,1200.144687
 SMART ,327635,734480,0.446077497,22458,718904,0.03123922,79,0.414168534,676587,93668,0.138441915,685098,103202,1761382,0.388954809,0.058591492,913734,0.518759701,58061,24,-0.727429646,0.048984276,49.17820053,Wayne,26163,13.78365247,0.207012766,42.25,-83.21,Detroit,Michigan,26,31.4809265,48,1.532279766,0.393026215,2878.109,611.9928772,734480,1200.144687
 The Rapid ,159040,329336,0.48291107,6610,322958,0.020467058,73,0.378256678,239236,16940,0.070808741,62203,67179,643140,0.096717666,0.104454707,326406,0.507519358,73514,24,-0.957021285,0.0320886,45.65987956,Kent,26081,10.21654624,0.206727827,42.95,-85.48,Grand Rapids,Michigan,26,27.9382129,50,,,758.3759,848.0490998,329336,388.3454391
 The Ride ,116991,187609,0.623589487,9745,183575,0.05308457,79,0.364224603,140210,11799,0.084152343,43099,16999,365961,0.11776938,0.046450305,184585,0.504384347,98184,24,-0.976174967,0.04354723,39.89428827,Washtenaw,26161,13.98861815,0.282838593,42.27,-83.73,Ann Arbor,Michigan,26,26.94145321,50,4.138954192,0.895366139,518.3784,705.9726918,187609,265.7454066
 U-M Transit ,116991,187609,0.623589487,9745,183575,0.05308457,79,0.364224603,140210,11799,0.084152343,43099,16999,365961,0.11776938,0.046450305,184585,0.504384347,98184,24,-1.003683313,0.049352255,39.7349562,Washtenaw,26161,12.0718602,0.264869966,42.27,-83.73,Ann Arbor,Michigan,26,25.9034082,50,,,518.3784,705.9726918,187609,265.7454066
 Metro Transit ,158670,281029,0.564603653,19053,275479,0.069163167,73,0.377973492,209069,21937,0.104927081,63724,40569,541493,0.117682038,0.074920636,277650,0.512749011,82925,27,-0.702721488,-0.030744974,37.84088419,Ramsey,27123,20.74301575,0.428540161,44.94,-93.1,Minneapolis-Saint Paul,Minnesota,27,29.29194997,44,1.857149896,0.612929845,3557.314,152.2196273,281029,1846.207385
 KCATA ,173068,343721,0.503513024,7348,338514,0.021706635,62,0.398979484,282653,25333,0.089625796,163422,61310,692003,0.236157936,0.088597882,357399,0.516470304,68568,27,-0.377477632,0.015908865,40.26868137,Jackson,29095,16.81277786,0.312378642,38.91,-94.38,Kansas City,Missouri,29,28.54072962,56,,,1144.722,604.5162588,343721,568.5885119
 Metro Transit St Louis ,286663,497435,0.576282328,12637,488952,0.025845073,62,0.445632452,403547,27559,0.068291921,240312,28303,998684,0.240628667,0.028340296,525074,0.525765908,85212,27,-0.660509719,0.054695904,57.48931717,St Louis,29189,-3.195949623,0.120739739,38.65,-90.58,St. Louis,Missouri,29,27.14668377,46,1.557620741,0.34337153,1968.135,507.426524,497435,980.3094172
 Las Vegas Monorail ,403489,1003320,0.402153849,37928,989494,0.038330702,70,0.391749713,767954,64390,0.083846168,245827,662081,2141574,0.114788002,0.309156256,1071795,0.500470682,66968,26,-0.722108683,-0.025566667,38.73871296,Clark,32003,22.82376954,0.46039267,36.14,-115.28,Las Vegas,Nevada,32,30.78124125,43,1.391423084,0.533969063,271.3721,7891.651106,1003320,127.1368927
 RTC Southern Nevada ,403489,1003320,0.402153849,37928,989494,0.038330702,70,0.391749713,767954,64390,0.083846168,245827,662081,2141574,0.114788002,0.309156256,1071795,0.500470682,66968,26,-0.650214146,-0.016256806,40.96437632,Clark,32003,21.08820716,0.368638606,36.14,-115.28,Las Vegas,Nevada,32,31.02629174,43,1.341114303,0.319489221,271.3721,7891.651106,1003320,127.1368927
